dataset,estimator,time,model_string,train_log_loss,train_roc_auc_score,train_accuracy_score,test_log_loss,test_roc_auc_score,test_accuracy_score
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,CatBoost,0.9034035205841064,,0.29865984729300976,0.9810582807174465,0.9166666666666666,0.5607804992246309,0.7826195654891371,0.72
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,GradientBoosting,0.15154790878295898,,0.5204107741680722,0.8747774299373053,0.8,0.6228756744979965,0.72196804920123,0.6775
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,LGBM,0.04716777801513672,,0.2614012110079802,0.9919610887808021,0.9558333333333333,0.6116135740477031,0.7420935523388085,0.685
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,XGB,0.06523799896240234,,0.10448661417790647,0.999836110655863,0.9941666666666666,0.738089123910751,0.7193179829495737,0.6775
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,DecisionTree,0.005926609039306641,,2.2204460492503136e-16,1.0,1.0,16.30975315857551,0.547451186279657,0.5475
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,LogisticRegression,0.04497861862182617,,0.687774097419341,0.5610710029750082,0.5433333333333333,0.7018603641656784,0.4706617665441636,0.48
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,KNeighbors,0.007531166076660156,,0.5132907207003158,0.8181050502918062,0.7541666666666667,1.130322549594764,0.5991649791244782,0.5825
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,RandomForest,0.2656729221343994,,0.1891406039789367,1.0,1.0,0.6424916276029475,0.688667216680417,0.6475
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,SVC,0.24506759643554688,,0.5432569242680518,0.9013011147253187,0.8191666666666667,0.6588484281078664,0.6533788344708618,0.6125
Hill_Valley_with_noise,RILS-ROLS,121.1670970916748,"((0.848362*((6.819639-(7.705149*(0.491749/(((x99+x1)+MAX(x98, x94))/((((((MIN(x26, x29)+x73)+MAX(MAX(x63, x54), (MAX(MAX(x37, x48), x85)-0.400000)))+MAX(MIN(x45, x37), x43))-x96)+x16)+x83)))))<0.500000))+0.064302)",0.5457461290603755,0.9242714779627531,0.9240924092409241,0.5706307434794715,0.8421776729559748,0.8415841584158416
Hill_Valley_with_noise,HROCH,120.01389050483704,(-x1 + x14 - x2 + x26 + x39 + x55 + x72 + x85 - x95 - x96 - x98 - x99)/(-0.052126143127679825*x72 + 0.052126143127679825*x82 + 0.052126143127679825*x96 - 3.2870157156139612e-6),0.2522391020913136,0.9621526869849018,0.900990099009901,0.3444979917881538,0.9332197763801537,0.8646864686468647
Hill_Valley_with_noise,CatBoost,9.347457885742188,,0.5466443197663508,0.9094105000145268,0.8261826182618262,0.7270440696643788,0.49663696715583505,0.5115511551155115
Hill_Valley_with_noise,GradientBoosting,2.099031448364258,,0.411726043858463,0.9867708726769129,0.935093509350935,0.7354307799015691,0.5349842767295597,0.5379537953795379
Hill_Valley_with_noise,LGBM,0.5507402420043945,,0.13546162320047034,0.9999491559894246,0.9966996699669967,0.8129664999626601,0.5866308525506638,0.5577557755775577
Hill_Valley_with_noise,XGB,0.5821466445922852,,0.13174675433628902,0.9999951577132785,0.9977997799779978,0.8579288546574421,0.566714709993012,0.5610561056105611
Hill_Valley_with_noise,DecisionTree,0.10443544387817383,,2.2204460492503136e-16,1.0,1.0,17.486524911551886,0.515461215932914,0.5148514851485149
Hill_Valley_with_noise,LogisticRegression,0.11099839210510254,,0.23652423680091386,0.986649815508876,0.9647964796479648,0.93043376420174,0.9460604472396925,0.9405940594059405
Hill_Valley_with_noise,KNeighbors,0.018964052200317383,,0.5587835584781605,0.7693231451620713,0.7073707370737073,1.8031668174322408,0.5151118099231308,0.5148514851485149
Hill_Valley_with_noise,RandomForest,0.7398121356964111,,0.19670451652029322,1.0,1.0,0.7613431136278683,0.546754891684137,0.5181518151815182
Hill_Valley_with_noise,SVC,0.2260127067565918,,0.6858091142841428,0.5882409909255546,0.5412541254125413,0.7032965628954345,0.44437893081761004,0.45544554455445546
Hill_Valley_without_noise,RILS-ROLS,121.01182341575623,(x99<x78),0.4963088227792507,1.0,1.0,0.5163687828078566,1.0,1.0
Hill_Valley_without_noise,HROCH,120.0155599117279,104.032341103498*x59*(x15 + x80)*(x44 + x46)**2*(x95 + 2.108041763305664)*(x20 + x44 + x46)*(x44 + x82 - 2*x4*x98/x11),3.000000449531246e-07,1.0,1.0,3.000000449531245e-07,1.0,1.0
Hill_Valley_without_noise,CatBoost,9.447029113769531,,0.558093796554347,0.8843566103403815,0.7854785478547854,0.690954443632787,0.5759127922248489,0.528052805280528
Hill_Valley_without_noise,GradientBoosting,2.0633888244628906,,0.4665763978483224,0.9645125013330231,0.8822882288228823,0.6770052650117836,0.6114613431398301,0.5610561056105611
Hill_Valley_without_noise,LGBM,0.5373528003692627,,0.2390858151761214,0.9983034251422699,0.9867986798679867,0.6966055149251861,0.6542334296471413,0.6204620462046204
Hill_Valley_without_noise,XGB,0.6471188068389893,,0.19937112298713328,0.999282591203017,0.9922992299229924,0.7996036671107396,0.5933806146572104,0.5511551155115512
Hill_Valley_without_noise,DecisionTree,0.07314348220825195,,2.2204460492503136e-16,1.0,1.0,13.679934454615424,0.6188599947465195,0.6204620462046204
Hill_Valley_without_noise,LogisticRegression,0.12434077262878418,,0.04469588041455385,1.0,1.0,0.05901292731331628,1.0,1.0
Hill_Valley_without_noise,KNeighbors,0.01824951171875,,0.5388693226331397,0.7822567354021852,0.7073707370737073,2.553212003108668,0.5622756326066018,0.570957095709571
Hill_Valley_without_noise,RandomForest,0.742119550704956,,0.18667937583554006,1.0,1.0,0.7072171116727044,0.6466596620260923,0.6039603960396039
Hill_Valley_without_noise,SVC,0.2247464656829834,,0.6879832264384833,0.586016345286915,0.5456545654565457,0.6969429668494515,0.5313895455739428,0.4752475247524752
adult,RILS-ROLS,121.10050082206726,"((-1.081229*cos((((((-0.037970*MAX((x4/((0.554519*MIN(0.762251, x7))+0.551934)), 10))+(-0.542134*(7240.950035<x10)))+(-0.000108*x11))+(-0.000102*(x12/(1.413187/x0))))+(-0.885513*MAX(4.620949, x7)))))+0.839262)",0.48808198892090715,0.7425762513026853,0.8458682536649286,0.49237161224892634,0.7412136453636644,0.8429285070837769
adult,HROCH,120.02038979530334,(-2*x10*x12 - (x0*x12*x4**2 + x11 + x8 + x9 + (x8 + x9)**2 + 221385.76171875)*sin(x5) + 496993.46875)/(x0*x12*x4**2 + 54994.01171875),0.3507831625965157,0.8868408862248179,0.8263492670142776,0.3583585545184132,0.8839908853233761,0.8242568176234543
adult,CatBoost,6.805971622467041,,0.23134762548609952,0.9533846455904355,0.8992383500313942,0.2826414467660669,0.9258960817175698,0.8721644418966505
adult,GradientBoosting,4.535199403762817,,0.28801173799294233,0.923908271149749,0.8691545412355655,0.29878134065926537,0.9183482765450555,0.8641388911637049
adult,LGBM,0.6034324169158936,,0.24819642608336254,0.9446923930580398,0.8874450601949169,0.28135827239563505,0.9265362868625308,0.8707722545246089
adult,XGB,0.6117198467254639,,0.21874937708924572,0.9589571502800862,0.9028964538232644,0.2833280457972127,0.9258561666379472,0.8695438539022193
adult,DecisionTree,0.24626445770263672,,0.00011353452221800673,0.9999999814946331,0.9999181021539133,6.709296876051371,0.7523588630061369,0.8138563590205552
adult,LogisticRegression,0.5792200565338135,,0.48262714063342993,0.715295244616647,0.789713630531517,0.4845230084890231,0.7192873738074301,0.7855212513307673
adult,KNeighbors,0.06278514862060547,,0.3361662533217362,0.8721428731279693,0.8363135049548197,2.1889537848984926,0.6815250899098533,0.7785603144705593
adult,RandomForest,4.655519485473633,,0.07821533020859396,0.9999998540132166,0.9999181021539133,0.37121112987122284,0.9038623940450119,0.8561133404307592
adult,SVC,133.516859292984,,0.4973643515536433,0.6273633625597229,0.7988861892932216,0.5027791958642149,0.632855478607445,0.7951027761854066
agaricus_lepiota,RILS-ROLS,121.02359890937805,"((((2.512385*MIN((MIN((MIN(0.815971, x4)*MIN(x7, x12)), x11)*0.488953), ((MAX((x1/x9), x12)/x4)/x8)))+(-1.003764*((MAX((1.005921<x19), x7)<x5)<x17)))+(0.000003*(MIN((x10/x19), x1)*exp((x14*x17)))))+0.999098)",0.5136184261496162,0.994025716347145,0.9939423706614277,0.5155294460714549,0.9917807690079373,0.9916543937162494
