,dataset,estimator,time,model_string,random_seed,train_log_loss,train_roc_auc_score,train_accuracy_score,test_log_loss,test_roc_auc_score,test_accuracy_score,est_params
0,adult,CatBoost,48.27582001686096,,57302,0.2451849621624791,0.9455391988755204,0.885701123537993,0.2702217043344149,0.9319619041294378,0.8795168389804484,"{""learning_rate"": 0.027444514393716094, ""depth"": 10, ""l2_leaf_reg"": 0.027444514393716094, ""silent"": true, ""random_strength"": 1.2462565942976156, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.49129377294402177, ""objective"": ""Logloss"", ""min_data_in_leaf"": 41}"
1,adult,CatBoost,14.672964572906494,,92067,0.2476900634385625,0.9433945064735996,0.8860082409848232,0.2841968680979407,0.9275058563563964,0.8716347630258983,"{""learning_rate"": 0.06489778555799723, ""depth"": 6, ""l2_leaf_reg"": 0.06489778555799723, ""silent"": true, ""random_strength"": 1.617464810019808, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4700944656828623, ""objective"": ""Logloss"", ""min_data_in_leaf"": 38}"
2,adult,CatBoost,14.076289176940918,,33585,0.254010487619121,0.9405201571255448,0.8838584188570112,0.274802265545901,0.9308524700851922,0.8755246186917801,"{""learning_rate"": 0.04705587211479468, ""depth"": 6, ""l2_leaf_reg"": 0.04705587211479468, ""silent"": true, ""random_strength"": 0.26222218029097, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.33796345543292605, ""objective"": ""Logloss"", ""min_data_in_leaf"": 20}"
3,adult,CatBoost,14.73003602027893,,41729,0.2544297982377699,0.940452646813885,0.8827835077931052,0.2751421651272854,0.9285171562303612,0.8766506295424301,"{""learning_rate"": 0.03821966920492691, ""depth"": 6, ""l2_leaf_reg"": 0.03821966920492691, ""silent"": true, ""random_strength"": 0.5493459774441583, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4965319937754113, ""objective"": ""Logloss"", ""min_data_in_leaf"": 37}"
4,adult,CatBoost,19.638264894485477,,66580,0.2465701700091834,0.9447586713788872,0.8865456965167763,0.2690559724195978,0.9320589748124032,0.8781860988842256,"{""learning_rate"": 0.03894519547731018, ""depth"": 8, ""l2_leaf_reg"": 0.03894519547731018, ""silent"": true, ""random_strength"": 1.486778271504644, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.3753103325552471, ""objective"": ""Logloss"", ""min_data_in_leaf"": 42}"
5,agaricus_lepiota,CatBoost,1.9994711875915527,,57302,3.395695058765454e-05,1.0,1.0,3.627102555826693e-05,1.0,1.0,"{""learning_rate"": 0.012318039991847211, ""depth"": 11, ""l2_leaf_reg"": 0.012318039991847211, ""silent"": true, ""random_strength"": 1.3764076469735298, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.43880800087771465, ""objective"": ""Logloss"", ""min_data_in_leaf"": 49}"
6,agaricus_lepiota,CatBoost,2.5809459686279297,,92067,3.1189137991700364e-05,1.0,1.0,3.0269319611303377e-05,1.0,1.0,"{""learning_rate"": 0.008749053583822195, ""depth"": 12, ""l2_leaf_reg"": 0.008749053583822195, ""silent"": true, ""random_strength"": 1.5891684177738845, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.46068589121294107, ""objective"": ""Logloss"", ""min_data_in_leaf"": 45}"
7,agaricus_lepiota,CatBoost,2.335437059402466,,33585,3.140583889427269e-05,1.0,1.0,3.371094436812812e-05,1.0,1.0,"{""learning_rate"": 0.008151128026556044, ""depth"": 12, ""l2_leaf_reg"": 0.008151128026556044, ""silent"": true, ""random_strength"": 1.2907024392957058, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.3660076221490697, ""objective"": ""Logloss"", ""min_data_in_leaf"": 15}"
8,agaricus_lepiota,CatBoost,2.0683810710906982,,41729,3.418326619063737e-05,1.0,1.0,3.539927625799991e-05,1.0,1.0,"{""learning_rate"": 0.008492644427292839, ""depth"": 11, ""l2_leaf_reg"": 0.008492644427292839, ""silent"": true, ""random_strength"": 1.3137296600545212, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.40961406417906965, ""objective"": ""Logloss"", ""min_data_in_leaf"": 45}"
9,agaricus_lepiota,CatBoost,2.5430853366851807,,66580,3.19180422900464e-05,1.0,1.0,3.165945596983705e-05,1.0,1.0,"{""learning_rate"": 0.007728927807079151, ""depth"": 12, ""l2_leaf_reg"": 0.007728927807079151, ""silent"": true, ""random_strength"": 1.8387407703859535, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.3795576939363495, ""objective"": ""Logloss"", ""min_data_in_leaf"": 31}"
10,chess,CatBoost,0.8360464572906494,,57302,0.0013171662696184,1.0,1.0,0.0176350885247148,0.9992577835071684,0.9953125,"{""learning_rate"": 0.08442303930912418, ""depth"": 4, ""l2_leaf_reg"": 0.08442303930912418, ""silent"": true, ""random_strength"": 1.2284875322108364, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.47952976591696733, ""objective"": ""Logloss"", ""min_data_in_leaf"": 8}"
11,chess,CatBoost,5.735978841781616,,92067,0.0037226004691622,0.9999987716821138,0.9992175273865416,0.0287381255103013,0.99876953125,0.9953125,"{""learning_rate"": 0.09958176271693522, ""depth"": 7, ""l2_leaf_reg"": 0.09958176271693522, ""silent"": true, ""random_strength"": 1.0469717384877235, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.24408288180226406, ""objective"": ""Logloss"", ""min_data_in_leaf"": 39}"
12,chess,CatBoost,0.9822416305541992,,33585,0.0008377680366715,1.0,1.0,0.0316291713338954,0.9989415019840684,0.990625,"{""learning_rate"": 0.07009757052723804, ""depth"": 5, ""l2_leaf_reg"": 0.07009757052723804, ""silent"": true, ""random_strength"": 0.38141566393242593, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.48420295527897333, ""objective"": ""Logloss"", ""min_data_in_leaf"": 45}"
13,chess,CatBoost,0.8127069473266602,,41729,0.0012623449325328,1.0,1.0,0.0565345295914602,0.9987472380050504,0.9859375,"{""learning_rate"": 0.09982623665456881, ""depth"": 4, ""l2_leaf_reg"": 0.09982623665456881, ""silent"": true, ""random_strength"": 0.5621573284893171, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.31313382075607077, ""objective"": ""Logloss"", ""min_data_in_leaf"": 7}"
14,chess,CatBoost,0.982027530670166,,66580,0.0009079274129344,1.0,1.0,0.0147090087741706,0.9992083581739464,0.996875,"{""learning_rate"": 0.06912799125927659, ""depth"": 5, ""l2_leaf_reg"": 0.06912799125927659, ""silent"": true, ""random_strength"": 0.8891968743768472, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4005850157216506, ""objective"": ""Logloss"", ""min_data_in_leaf"": 25}"
15,churn,CatBoost,3.329023599624634,,57302,0.0826580757012179,0.990333669133896,0.98,0.1282994567866649,0.9377554285714286,0.964,"{""learning_rate"": 0.028008410593099293, ""depth"": 4, ""l2_leaf_reg"": 0.028008410593099293, ""silent"": true, ""random_strength"": 1.3803412584517285, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4767481429050584, ""objective"": ""Logloss"", ""min_data_in_leaf"": 21}"
16,churn,CatBoost,3.209070920944214,,92067,0.0921974127872626,0.984372815008818,0.97925,0.1391033399600909,0.9345051951982246,0.964,"{""learning_rate"": 0.024296016432927784, ""depth"": 4, ""l2_leaf_reg"": 0.024296016432927784, ""silent"": true, ""random_strength"": 0.7090315521621064, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.380131763847023, ""objective"": ""Logloss"", ""min_data_in_leaf"": 50}"
17,churn,CatBoost,4.649345636367798,,33585,0.0744195056808266,0.9920822295377544,0.98375,0.1750317428268585,0.9156844763823324,0.954,"{""learning_rate"": 0.02121493263460848, ""depth"": 5, ""l2_leaf_reg"": 0.02121493263460848, ""silent"": true, ""random_strength"": 1.412547211026739, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4580739173093003, ""objective"": ""Logloss"", ""min_data_in_leaf"": 35}"
18,churn,CatBoost,3.1532483100891118,,41729,0.0693166377253335,0.99377223299675,0.98225,0.1656871101801807,0.8955668882777525,0.955,"{""learning_rate"": 0.03150352224855318, ""depth"": 4, ""l2_leaf_reg"": 0.03150352224855318, ""silent"": true, ""random_strength"": 1.1150687219461375, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.36263541032980584, ""objective"": ""Logloss"", ""min_data_in_leaf"": 35}"
19,churn,CatBoost,1.3169021606445312,,66580,0.0546436846702594,0.999204360780065,0.98625,0.1182197779965592,0.9573442291462996,0.967,"{""learning_rate"": 0.022876326902576335, ""depth"": 5, ""l2_leaf_reg"": 0.022876326902576335, ""silent"": true, ""random_strength"": 1.825376546630058, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.43697855844638445, ""objective"": ""Logloss"", ""min_data_in_leaf"": 34}"
20,clean2,CatBoost,1.5195987224578855,,57302,5.155206951038027e-06,1.0,1.0,5.182155783468664e-06,1.0,1.0,"{""learning_rate"": 0.021351431949892145, ""depth"": 2, ""l2_leaf_reg"": 0.021351431949892145, ""silent"": true, ""random_strength"": 0.15675575162740205, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.2508423400511118, ""objective"": ""Logloss"", ""min_data_in_leaf"": 23}"
21,clean2,CatBoost,12.093856573104858,,92067,5.439602924801165e-06,1.0,1.0,5.696466597315944e-06,1.0,1.0,"{""learning_rate"": 0.005001903285597964, ""depth"": 3, ""l2_leaf_reg"": 0.005001903285597964, ""silent"": true, ""random_strength"": 0.6756179361479915, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.49833499618436905, ""objective"": ""Logloss"", ""min_data_in_leaf"": 44}"
22,clean2,CatBoost,2.6599855422973637,,33585,1.2392774877706814e-05,1.0,1.0,1.3998182033835148e-05,1.0,1.0,"{""learning_rate"": 0.0812795834138925, ""depth"": 4, ""l2_leaf_reg"": 0.0812795834138925, ""silent"": true, ""random_strength"": 0.24661819091366288, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.19905877185858092, ""objective"": ""Logloss"", ""min_data_in_leaf"": 45}"
23,clean2,CatBoost,4.609880447387695,,41729,6.300433552217095e-06,1.0,1.0,6.104742522836234e-06,1.0,1.0,"{""learning_rate"": 0.00884999758759786, ""depth"": 4, ""l2_leaf_reg"": 0.00884999758759786, ""silent"": true, ""random_strength"": 0.45029283811556176, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4747230671039102, ""objective"": ""Logloss"", ""min_data_in_leaf"": 8}"
24,clean2,CatBoost,8.43567705154419,,66580,6.273498831724097e-06,1.0,1.0,7.209311846548682e-06,1.0,1.0,"{""learning_rate"": 0.009741311117608181, ""depth"": 3, ""l2_leaf_reg"": 0.009741311117608181, ""silent"": true, ""random_strength"": 0.8509848997201296, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.2331912525410651, ""objective"": ""Logloss"", ""min_data_in_leaf"": 35}"
25,coil2000,CatBoost,5.68652868270874,,57302,0.1794392884949968,0.8338338457258927,0.9425989563446608,0.2051745627601672,0.7434994582881906,0.9389312977099236,"{""learning_rate"": 0.010910490069788514, ""depth"": 4, ""l2_leaf_reg"": 0.010910490069788514, ""silent"": true, ""random_strength"": 1.0989485934090544, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4122696195578497, ""objective"": ""Logloss"", ""min_data_in_leaf"": 35}"
26,coil2000,CatBoost,2.0980029106140137,,92067,0.18165966578303,0.8314914657500303,0.942344406261932,0.1963955433654528,0.7672267920094007,0.9419847328244276,"{""learning_rate"": 0.008656566814587898, ""depth"": 4, ""l2_leaf_reg"": 0.008656566814587898, ""silent"": true, ""random_strength"": 1.5835910925795098, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4486681909857855, ""objective"": ""Logloss"", ""min_data_in_leaf"": 6}"
27,coil2000,CatBoost,2.2308075428009038,,33585,0.1652840827889197,0.8745179327840619,0.9453990072546774,0.2120191515195346,0.7296055108370233,0.9374045801526718,"{""learning_rate"": 0.007127454723509782, ""depth"": 5, ""l2_leaf_reg"": 0.007127454723509782, ""silent"": true, ""random_strength"": 0.7639370500402691, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.39900169431945126, ""objective"": ""Logloss"", ""min_data_in_leaf"": 12}"
28,coil2000,CatBoost,1.9746127128601076,,41729,0.1748144195522477,0.8465243508537899,0.9432353315514828,0.2133977366685452,0.7294926305115501,0.9374045801526718,"{""learning_rate"": 0.008747067577265405, ""depth"": 4, ""l2_leaf_reg"": 0.008747067577265405, ""silent"": true, ""random_strength"": 1.0961645642769577, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.2628695248001459, ""objective"": ""Logloss"", ""min_data_in_leaf"": 9}"
29,coil2000,CatBoost,4.573092222213745,,66580,0.1853808928750779,0.8219460259364693,0.9409443808069238,0.1864086004547771,0.7582185593796624,0.9455470737913486,"{""learning_rate"": 0.02738938797965131, ""depth"": 2, ""l2_leaf_reg"": 0.02738938797965131, ""silent"": true, ""random_strength"": 0.760438545929591, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.38188432841415015, ""objective"": ""Logloss"", ""min_data_in_leaf"": 34}"
30,credit_g,CatBoost,0.4347052574157715,,57302,0.2579344189711455,0.9777686047883004,0.92625,0.5195944374122528,0.7410714285714285,0.765,"{""learning_rate"": 0.018184629508511813, ""depth"": 3, ""l2_leaf_reg"": 0.018184629508511813, ""silent"": true, ""random_strength"": 0.8236750288356236, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4975166428351017, ""objective"": ""Logloss"", ""min_data_in_leaf"": 9}"
31,credit_g,CatBoost,0.4092199802398681,,92067,0.2982647208877248,0.9667087793957932,0.91375,0.4459454913111991,0.829100723837566,0.775,"{""learning_rate"": 0.018982316329457558, ""depth"": 3, ""l2_leaf_reg"": 0.018982316329457558, ""silent"": true, ""random_strength"": 1.9470283597626497, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.2269175693763536, ""objective"": ""Logloss"", ""min_data_in_leaf"": 47}"
32,credit_g,CatBoost,2.2140684127807617,,33585,0.0973811797788722,1.0,1.0,0.4949112010667481,0.7702821316614419,0.76,"{""learning_rate"": 0.0012766318444442822, ""depth"": 11, ""l2_leaf_reg"": 0.0012766318444442822, ""silent"": true, ""random_strength"": 1.743446838082691, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.30846536483525694, ""objective"": ""Logloss"", ""min_data_in_leaf"": 30}"
33,credit_g,CatBoost,0.4312350749969482,,41729,0.2587506643607121,0.976865649836372,0.9325,0.450054923478571,0.8130197505197505,0.815,"{""learning_rate"": 0.020046958704913975, ""depth"": 3, ""l2_leaf_reg"": 0.020046958704913975, ""silent"": true, ""random_strength"": 0.482503157508428, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.3301025199706749, ""objective"": ""Logloss"", ""min_data_in_leaf"": 42}"
34,credit_g,CatBoost,0.4534070491790771,,66580,0.2279799954866866,0.9908635040892896,0.94875,0.4327014123595458,0.8098391674550615,0.825,"{""learning_rate"": 0.013537461961882241, ""depth"": 4, ""l2_leaf_reg"": 0.013537461961882241, ""silent"": true, ""random_strength"": 1.3522529568573194, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.2742156578350626, ""objective"": ""Logloss"", ""min_data_in_leaf"": 43}"
35,dis,CatBoost,115.24230551719666,,57302,0.0114756278675582,0.999584497456838,0.996685449121644,0.0354735920350225,0.964687194525904,0.9920529801324504,"{""learning_rate"": 0.002793271053965081, ""depth"": 12, ""l2_leaf_reg"": 0.002793271053965081, ""silent"": true, ""random_strength"": 1.371398931979754, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.49953357710156404, ""objective"": ""Logloss"", ""min_data_in_leaf"": 28}"
36,dis,CatBoost,66.78297543525696,,92067,0.0101978203199668,0.9997950630016,0.998342724560822,0.0283017257207992,0.9742169595110772,0.990728476821192,"{""learning_rate"": 0.0017127954949562557, ""depth"": 11, ""l2_leaf_reg"": 0.0017127954949562557, ""silent"": true, ""random_strength"": 0.11060459261633222, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.3300485435793287, ""objective"": ""Logloss"", ""min_data_in_leaf"": 39}"
37,dis,CatBoost,0.72945237159729,,33585,0.017998678372958,0.9971670608944386,0.9956910838581372,0.0237172466838403,0.9688710157879058,0.9920529801324504,"{""learning_rate"": 0.01753521301369539, ""depth"": 2, ""l2_leaf_reg"": 0.01753521301369539, ""silent"": true, ""random_strength"": 0.6783986854284778, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.2871925886946495, ""objective"": ""Logloss"", ""min_data_in_leaf"": 31}"
38,dis,CatBoost,0.8059110641479492,,41729,0.0066727451172549,1.0,0.9990056347364932,0.0515491438997985,0.908591296545536,0.9867549668874172,"{""learning_rate"": 0.014965030791153869, ""depth"": 3, ""l2_leaf_reg"": 0.014965030791153869, ""silent"": true, ""random_strength"": 0.9134055276033926, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.40347319088179584, ""objective"": ""Logloss"", ""min_data_in_leaf"": 20}"
39,dis,CatBoost,0.8085479736328125,,66580,0.0071367910543709,1.0,0.9990056347364932,0.0537370747565308,0.9227877385772124,0.9854304635761588,"{""learning_rate"": 0.01967035899693509, ""depth"": 3, ""l2_leaf_reg"": 0.01967035899693509, ""silent"": true, ""random_strength"": 1.247117182685761, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.1737728642653686, ""objective"": ""Logloss"", ""min_data_in_leaf"": 50}"
40,flare,CatBoost,1.3298354148864746,,57302,0.3854154233609398,0.7700726722918598,0.8380281690140845,0.4088987339722275,0.7526339899221255,0.8130841121495327,"{""learning_rate"": 0.014823391468799362, ""depth"": 1, ""l2_leaf_reg"": 0.014823391468799362, ""silent"": true, ""random_strength"": 0.2068146136309752, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.33008905176951175, ""objective"": ""Logloss"", ""min_data_in_leaf"": 19}"
41,flare,CatBoost,0.3272523880004883,,92067,0.394645442697947,0.7648429071954328,0.8286384976525821,0.3733309420605077,0.762347229198058,0.8551401869158879,"{""learning_rate"": 0.0076192340474970175, ""depth"": 1, ""l2_leaf_reg"": 0.0076192340474970175, ""silent"": true, ""random_strength"": 0.42720781611144976, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.34032792857025984, ""objective"": ""Logloss"", ""min_data_in_leaf"": 48}"
42,flare,CatBoost,0.3199124336242676,,33585,0.3813635619850823,0.7642907303370787,0.8450704225352113,0.4092510212371652,0.8001107419712071,0.8037383177570093,"{""learning_rate"": 0.022945066645682015, ""depth"": 1, ""l2_leaf_reg"": 0.022945066645682015, ""silent"": true, ""random_strength"": 0.4211189954503157, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.44778991443465105, ""objective"": ""Logloss"", ""min_data_in_leaf"": 24}"
43,flare,CatBoost,0.3241560459136963,,41729,0.3910197755177788,0.7626591230551627,0.8356807511737089,0.3672724137188341,0.8121087188883799,0.822429906542056,"{""learning_rate"": 0.024299919559751477, ""depth"": 1, ""l2_leaf_reg"": 0.024299919559751477, ""silent"": true, ""random_strength"": 1.921026528982967, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4784297479218239, ""objective"": ""Logloss"", ""min_data_in_leaf"": 24}"
44,flare,CatBoost,0.3230953216552734,,66580,0.3850893385048708,0.7806339557099434,0.8333333333333334,0.3890121431909195,0.7549880287310454,0.8411214953271028,"{""learning_rate"": 0.029816431290937934, ""depth"": 1, ""l2_leaf_reg"": 0.029816431290937934, ""silent"": true, ""random_strength"": 1.8712106017580792, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4303137287455103, ""objective"": ""Logloss"", ""min_data_in_leaf"": 29}"
45,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,CatBoost,36.09951686859131,,57302,0.0175449478214311,1.0,1.0,0.690280649522881,0.5576923076923077,0.553125,"{""learning_rate"": 0.0014479047795396553, ""depth"": 11, ""l2_leaf_reg"": 0.0014479047795396553, ""silent"": true, ""random_strength"": 0.28604211685541453, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4188581830517538, ""objective"": ""Logloss"", ""min_data_in_leaf"": 12}"
46,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,CatBoost,56.091063022613525,,92067,0.1567780204534233,1.0,1.0,0.6889403721249621,0.5544747841712567,0.55,"{""learning_rate"": 0.004126453282057059, ""depth"": 9, ""l2_leaf_reg"": 0.004126453282057059, ""silent"": true, ""random_strength"": 1.7611030027681283, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.42684117934889704, ""objective"": ""Logloss"", ""min_data_in_leaf"": 26}"
47,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,CatBoost,102.21786451339722,,33585,0.2006882737658957,1.0,1.0,0.696820955467883,0.4859301005831474,0.453125,"{""learning_rate"": 0.002341210431061436, ""depth"": 10, ""l2_leaf_reg"": 0.002341210431061436, ""silent"": true, ""random_strength"": 1.9876845558902447, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4572598413204312, ""objective"": ""Logloss"", ""min_data_in_leaf"": 46}"
48,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,CatBoost,9.34868574142456,,41729,0.2649793339328177,1.0,1.0,0.7001983917261907,0.4776785714285714,0.475,"{""learning_rate"": 0.002182102680662114, ""depth"": 8, ""l2_leaf_reg"": 0.002182102680662114, ""silent"": true, ""random_strength"": 1.6415626448198022, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.32837400631923575, ""objective"": ""Logloss"", ""min_data_in_leaf"": 41}"
49,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,CatBoost,15.882550716400146,,66580,0.013953682088803,1.0,1.0,0.7059634050778204,0.494063246992437,0.46875,"{""learning_rate"": 0.0034987212050305565, ""depth"": 10, ""l2_leaf_reg"": 0.0034987212050305565, ""silent"": true, ""random_strength"": 1.1289812685799379, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.3348282663474775, ""objective"": ""Logloss"", ""min_data_in_leaf"": 36}"
50,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,CatBoost,2.778958559036255,,57302,0.3432430188162444,0.9870551584046252,0.928125,0.6489536181914851,0.6749140087554721,0.678125,"{""learning_rate"": 0.0038151320414072693, ""depth"": 12, ""l2_leaf_reg"": 0.0038151320414072693, ""silent"": true, ""random_strength"": 1.0075410765682506, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4557018400859192, ""objective"": ""Logloss"", ""min_data_in_leaf"": 15}"
51,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,CatBoost,2.651017665863037,,92067,0.3319878433409224,0.9950634645104114,0.94609375,0.6683112330240282,0.6446345560373452,0.61875,"{""learning_rate"": 0.003572968560305793, ""depth"": 12, ""l2_leaf_reg"": 0.003572968560305793, ""silent"": true, ""random_strength"": 1.7325174132940515, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.31024156039369793, ""objective"": ""Logloss"", ""min_data_in_leaf"": 9}"
52,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,CatBoost,3.0167956352233887,,33585,0.3945017861396924,0.9895788314520048,0.9296875,0.6448627691006733,0.6824781808931157,0.6375,"{""learning_rate"": 0.00220390521283227, ""depth"": 12, ""l2_leaf_reg"": 0.00220390521283227, ""silent"": true, ""random_strength"": 1.8791768154569164, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.49591488219328844, ""objective"": ""Logloss"", ""min_data_in_leaf"": 6}"
53,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,CatBoost,0.9221014976501464,,41729,0.1716965073615877,0.9999511642444132,0.9953125,0.6805311440364092,0.6451676065162908,0.640625,"{""learning_rate"": 0.0017626113069262087, ""depth"": 10, ""l2_leaf_reg"": 0.0017626113069262087, ""silent"": true, ""random_strength"": 1.333815756223008, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.40664986217158666, ""objective"": ""Logloss"", ""min_data_in_leaf"": 18}"
54,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,CatBoost,0.614771842956543,,66580,0.4187168874261798,0.9656694805369226,0.8609375,0.6751231624441074,0.6259649672792821,0.609375,"{""learning_rate"": 0.004624806938119844, ""depth"": 6, ""l2_leaf_reg"": 0.004624806938119844, ""silent"": true, ""random_strength"": 1.1360136470744122, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Plain"", ""colsample_bylevel"": 0.4861831511762277, ""objective"": ""Logloss"", ""min_data_in_leaf"": 14}"
55,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,CatBoost,1.8680200576782229,,57302,0.3718144716827445,0.948839554279464,0.82734375,0.4551974896196484,0.8394699812382739,0.775,"{""learning_rate"": 0.00458063772679322, ""depth"": 11, ""l2_leaf_reg"": 0.00458063772679322, ""silent"": true, ""random_strength"": 0.13345605936618618, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.45983157868751584, ""objective"": ""Logloss"", ""min_data_in_leaf"": 9}"
56,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,CatBoost,2.020097017288208,,92067,0.3558335737533907,0.9613915073034848,0.84453125,0.4322342342137125,0.8647212781749287,0.80625,"{""learning_rate"": 0.0037446369371935528, ""depth"": 11, ""l2_leaf_reg"": 0.0037446369371935528, ""silent"": true, ""random_strength"": 0.15088047851186945, ""eval_metric"": ""Logloss"", ""boosting_type"": ""Ordered"", ""colsample_bylevel"": 0.4607165055606968, ""objective"": ""Logloss"", ""min_data_in_leaf"": 14}"
